No.,Time,Source,Destination,Protocol,Length,Info
4977,24.592.379,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4979,24.682.477,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4980,24.682.714,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4981,24.682.864,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
4988,24.807.798,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
4990,24.896.515,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
4991,24.896.699,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
4992,24.896.820,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
5117,25.015.318,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
5119,25.992.294,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
5120,25.992.525,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
5121,25.992.699,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6246,26.251.134,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6338,26.362.946,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6340,26.363.371,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6342,26.363.802,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6472,26.515.019,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6480,26.604.988,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6481,26.605.277,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6482,26.605.460,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6489,26.761.244,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6491,26.852.444,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6492,26.852.885,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6493,26.853.194,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6500,27.007.358,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6502,27.096.155,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6503,27.096.567,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6504,27.096.830,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6511,27.249.217,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6513,27.339.742,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6514,27.340.206,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6515,27.340.468,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6522,27.488.655,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6524,27.578.319,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6525,27.578.708,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6526,27.578.971,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6533,27.722.782,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6535,27.812.100,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6536,27.812.551,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6537,27.812.905,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6544,27.965.739,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6546,28.058.563,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6547,28.058.972,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6548,28.059.237,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6560,28.206.058,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6578,28.297.400,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6579,28.297.804,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6580,28.298.108,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6602,28.450.002,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6605,28.539.523,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6607,28.540.208,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6614,28.690.217,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6616,28.820.826,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6617,28.821.214,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6618,28.821.574,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6625,28.968.871,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6627,29.057.404,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6628,29.057.844,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6629,29.058.319,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6636,29.208.959,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6638,29.298.990,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6639,29.299.242,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6640,29.299.457,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
6647,29.423.277,192.168.0.15,54.167.73.213,MQTT,82,Connect Command
6650,29.514.015,54.167.73.213,192.168.0.15,MQTT,58,Connect Ack
6651,29.514.412,192.168.0.15,54.167.73.213,MQTT,992,Publish Message [/admin/e013eb/attrs]
6652,29.514.733,192.168.0.15,54.167.73.213,MQTT,56,Disconnect Req
